Nome,Currículo Lattes,Nome em Citações Bibliográficas
Nádia Skorupa Parachin,http://lattes.cnpq.br/1214716137780644,"Parachin, N. S.;Parachin, Nádia Skorupa;Skorupa Parachin, Nádia;Parachin, Nadia Skorupa;Parachin, Nádia S.;Skorupa-Parachin, Nàdia;PARACHIN, N.S.;PARACHIN, NADIA S.;PARACHIN, NÁDIA"
Paula Regina de Souza Hermann,http://lattes.cnpq.br/0238279962437907,"SOUZA, P. R.;DE SOUZA, PAULA REGINA;HERMANN, P.R.S.;HERMANN, Paula Regina de Souza;HERMANN, Paula R de Souza;HERMANN, PAULA R. DE SOUZA"
Rafael Barreiros Porto,http://lattes.cnpq.br/3828329623406808,"PORTO, R. B.;Porto, Rafael Barreiros;PORTO, Rafael Barreiros;Porto, R. B.;BARREIROS PORTO, RAFAEL;Porto, Rafael B."
Ricardo Corrêa Gomes,http://lattes.cnpq.br/3539564256173485,"GOMES, R. C.;Gomes, Ricardo;Gomes, Ricardo Corrêa;Gomes, Ricardo Correa"
Ricardo Seixas Brites,http://lattes.cnpq.br/9634300916430828,"BRITES, R. S.;BRITES, RICARDO SEIXAS"
Rodrigo Haddad,http://lattes.cnpq.br/6717299953279150,"HADDAD, R.;Haddad, Rodrigo"
Rosamaria Giatti Carneiro,http://lattes.cnpq.br/5760185568410598,"CARNEIRO, R. G.;CARNEIRO, R.;CARNEIRO, ROSAMARIA GIATTI;CARNEIRO, ROSAMARIA"
Solange Alves de Oliveira Mendes,http://lattes.cnpq.br/5789165626861864,"OLIVEIRA-MENDES, S. A.;MENDES, Solange Alves de Oliveira;OLIVEIRA-MENDES, Solange Alves de.;OLIVEIRA-MENDES, SOLANGE ALVES DE"
Adrian Nicolas Albala Young,http://lattes.cnpq.br/2360170502053613,"Albala A;ALBALA, ADRIÁN;ALBALA, ADRIAN"
Aldira Guimarães Duarte Domínguez,http://lattes.cnpq.br/1255423017495686,"DOMÍNGUEZ, A. G. D.;DOMINGUEZ, A."
Amaralina Miranda de Souza,http://lattes.cnpq.br/5595005732450701,"SOUZA, A. M.;MIRANDA DE SOUZA, AMARALINA;SOUZA, AMARALINA MIRANDA DE"
Ana Magnólia Bezerra Mendes,http://lattes.cnpq.br/2763241614261951,"MENDES, Ana Magnolia;MAGNOLIA MENDES, ANA;MENDES, ANA MAGNÓLIA"
André Luiz Marques Serrano,http://lattes.cnpq.br/9297412598307091,"SERRANO, ANDRÉ LUIZ MARQUES;MARQUES SERRANO, ANDRÉ LUIZ;SERRANO, ANDRE LUIS MARQUES;SERRANO, ANDRE;SERRANO, ANDRÉ LUIZ;SERRANO, ANDRE LUIZ MARQUES;SERRANO, A.L.M.;SERRANO, ANDRÉ LUIS MARQUES;SERRANO, ANDRÉ"
Artur Elias de Morais Bertoldi,http://lattes.cnpq.br/0499000233404583,"BERTOLDI, A. E. M.;ELIAS DE MORAIS BERTOLDI, ARTUR;DE MORAIS BERTOLDI, ARTUR ELIAS;BERTOLDI, A.E.M.;BERTOLDI, ARTUR ELIAS DE MORAIS"
Camila Cardoso de Mello Prando,http://lattes.cnpq.br/3572730036724559,"PRANDO, C. C. M.;PRANDO, CAMILA CARDOSO DE MELLO"
Carolina Pescatori Candido da Silva,http://lattes.cnpq.br/5507673131571546,"SILVA, C. P. C.;PESCATORI, C.;PESCATORI, CAROLINA;SILVA, C;CPC, da SILVA"
Catia Piccolo Viero Devechi,http://lattes.cnpq.br/6590940954598232,"DEVECHI, Catia Piccolo Viero;DEVECHI, CATIA;VIERO DEVECHI, CATIA PICCOLO;Devechi, Catia Piccolo;DEVECHI, Catia Piccolo"
Cesar Fonseca Ferreira Filho,http://lattes.cnpq.br/0930308397178534,"FERREIRA FILHO, C. F.;FERREIRAFILHO, C;FILHO, C;FILHO, C. F. F.;FILHO, C. F. FERREIRA;FERREIRA FILHO, CESAR FONSECA;FERREIRA FILHO, C F;FERREIRA FILHO, CESAR F.;FILHO, CESAR FONSECA FERREIRA;FILHO, CESAR F. FERREIRA"
Daniel Richard Sant'Ana,http://lattes.cnpq.br/8626162886111282,"SANT'ANA, D.;SANT?ANA, DANIEL;Daniel, Sant'ana;SANT'ANA, DANIEL;SANT'ANA, DANIEL RICHARD"
Daniel Teixeira da Costa Araujo,http://lattes.cnpq.br/0671969872593626,"ARAUJO, D. T."
Evaldo Sampaio da Silva,http://lattes.cnpq.br/1003201485208002,"SAMPAIO, E"
Fernando William Cruz,http://lattes.cnpq.br/5121339738881627,"CRUZ, F. W."
Gustavo Henrique Soares Takano,http://lattes.cnpq.br/2410805556264848,"TAKANO, G. H. S.;Takano, Gustavo Henrique Soares;TAKANO, G.H.;TAKANO, G.;Takano, Gustavo H. S.;Takano, Gustavo;Soares Takano, Gustavo Henrique"
Helena Araújo Costa,http://lattes.cnpq.br/4746934995834841,"COSTA, H. A.;COSTA, HELENA ARAÚJO;COSTA, HELENA ARAUJO"
João Paulo Faria Tasso,http://lattes.cnpq.br/8501815511514126,"TASSO, João Paulo Faria."
Juliana de Freitas Dias,http://lattes.cnpq.br/2619929161240727,"DIAS, Juliana;DIAS, JULIANA DE FREITAS"
Katia Crestine Poças,http://lattes.cnpq.br/4890836843747603,"POÇAS, K. C.;POÇAS,KC;POÇAS, K. CRESTINE;POCAS,K.C.;POCAS, KC;POÇAS, KÁTIA CRESTINE"
Leonor Maria Pacheco Santos,http://lattes.cnpq.br/1574896593712348,"SANTOS, Leonor Maria Pacheco;Santos, Leonor M. Pacheco;Santos, Leonor Maria Pacheco dos;Pacheco-Santos, LM;PACHECO-SANTOS, Leonor Maria;PACHECO-SANTOS, Leonor M.;SANTOS, LMP;Santos, Leonor Maria Pacheco;Leonor p santos;SANTOS, LP;Santos, Leonor M;SANTOS, LEONOR M.;SANTOS, LEONOR M. P.;PACHECO SANTOS, LEONOR MARIA;Leonor Maria Pacheco Santos;Santos, Leonor Maria;PACHECO, LEONOR"
Lucélia Luiz Pereira,http://lattes.cnpq.br/0539199085162967,"PEREIRA, L. L.;PEREIRA, LUCÉLIA LUIZ"
Luciano Mendes Bezerra,http://lattes.cnpq.br/1036591688457986,"BEZERRA, L M;BEZERRA, L.M.;BEZERRA, L Mendes;Bezerra, Luciano Mendes;BEZERRA, L. M.;BEZERRA, LUCIANO M;BEZERRA, LUCIANO M.;Luciano M. Bezerra;BEZERRA, Luciano;BEZZERRA, Luciano;MENDES BEZERRA, LUIANO;BEZZERA, LUCIANO MENDES;!;:
"
Luiz César de Sá Júnior,http://lattes.cnpq.br/2512127537007112,"DE SÁ, Luiz César"
Marcelo Ladeira,http://lattes.cnpq.br/2507980325174728,"LADEIRA, M.;LADEIRA, MARCELO;Ladeira, Marcelo"
Marcia Cristina da Silva Magro,http://lattes.cnpq.br/7394016552347536,"MAGRO, M. C. S.;Magro, Márcia Cristina da Silva;da Silva Magro, Marcia Cristina;Magro, Marcia Cristina da Silva;Magro, M. C. d. S."
Márcio Botelho de Castro,http://lattes.cnpq.br/2728337803011388,"CASTRO, Márcio Botelho de;Castro, M. B.;Castro, Márcio B.;Castro, M.B.;Castro, M.B;Castro, Márcio B. de;Botelho de, Márcio;DE CASTRO, MÁRCIO BOTELHO;CASTRO, MARCIO;BOTELHO DE CASTRO, MÁRCIO;CASTRO, M. BOTELHO;DE CASTRO, MARCIO BOTELHO"
Marcos Takashi Obara,http://lattes.cnpq.br/5316145163221169,"OBARA, M. T.;OBARA, MARCOS;OBARA, MARCOS TAKASHI;OBARA, MARCOS T.;TAKASHI OBARA, MARCOS"
Maria Aparecida Godoy Soler Pajanian,http://lattes.cnpq.br/1034449975741992,"SOLER M. A. G.;SOLER, M;SOLER M. A. G.;Soler, Maria A. G.;Soler, M.A.G.;Soler, M. A. G.;SOLER, MARIA A G;SOLER, MARIA A.G.;A.G. SOLER, MARIA"
Mariney Pereira Conceição,http://lattes.cnpq.br/1052834887633668,"CONCEIÇÃO, M. P."
Matheus Bernardini de Souza,http://lattes.cnpq.br/2019933752226669,"BERNARDINI, M."
Michelle Zampieri Ipolito,http://lattes.cnpq.br/1226778806999882,"IPOLITO, Michelle Zampieri;Ipolito, Michelle Z.;IPOLITO, M;Zampieri, Michelle;Ipolito, Michele Zampieri;ZAMPIERI IPOLITO, MICHELLE"
Monica Giannoccaro Von Huelsen,http://lattes.cnpq.br/1653761563295281,"Von HUELSEN, M. G.;VON HUELSEN, MÔNICA G.;HUELSEN, MÔNICA GIANNOCCARO VON;VON HUELSEN, MONICA GIANNOCCARO;VON HUELSEN, MONICA GIANNOCCARO"
Nilda Maria Diniz-Rojas,http://lattes.cnpq.br/4129485919901372,"Diniz, Nd. M.;Diniz, N. M.;Diniz-Rojas, N. M.;Diniz-Rojas, Nilda"
Patricia Trindade Nakagome,http://lattes.cnpq.br/6708272847533806,"NAKAGOME, P. T.;NAKAGOME, PATRICIA TRINDADE"
Paulo Roberto de Lira Gondim,http://lattes.cnpq.br/9868233765380165,"GONDIM, Paulo Roberto de Lira;Gondim, Paulo Roberto de Lira;P. R. L. Gondim;P.R.L. GONDIM;GONDIM, Paulo R.L.;P.R.L.Gondim;Paulo R.L. Gondim;Gondim, P.R.L.;GONDIM, P. R. L.;de Lira Gondim, Paulo Roberto;Lira Gondim, Paulo Roberto;GONDIM, PAULO R. L.;GONDIM,P.R.L.;de Lira Gondim, P.R.;Gondim, P.;Paulo Roberto de Lira Gondim"
Pedro Paulo Murce Menezes Cavalcante,http://lattes.cnpq.br/5351795278974004,"MENEZES, P. P. M.;MENEZES, PEDRO PAULO MURCE;MENESES, P. P. M. C."
Pérola de Oliveira Magalhães,http://lattes.cnpq.br/2265041586863961,"MAGALHÃES, P. O.;Magalhaes, Perola O;MAGALHAES, P;Magalhaes, P.O.;Magalhães, Pérola Oliveira;MAGALHÃES, PÉROLA O.;MAGALHÃES, PÉROLA O;DE MAGALHÃES, PÉROLA;MAGALHÃES, PÉROLA DE OLIVEIRA;MAGALHÃES, P.;MAGALHÃES, OLIVEIRA PÉROLA;OLIVEIRA MAGALHÃES, PÉROLA;DE OLIVEIRA MAGALHÃES, PÉROLA;MAGALHÃES, PÉROLA DE O.;PEROLA, OLIVEIRA MAGALHAES;MAGALHÃES, P.O.;MAGALHÃES, PÉROLA"
Raimundo de Araújo Bastos Júnior,http://lattes.cnpq.br/8281268008383429,"BASTOS, R.;BASTOS, RAIMUNDO;BASTOS JUNIOR, R. A.;Raimundo A. Bastos;BASTOS, RAIMUNDO A."
Rita de Cássia Silva,http://lattes.cnpq.br/0980291033230862,"SILVA, R. C.;SILVA, RITA C.;SILVA, Rita de Cássia;Rita de Cássia, SILVA"
Rodrigo Gurgel Goncalves,http://lattes.cnpq.br/6102756952860771,"GURGEL-GONÇALVES, R.;GURGEL GONCALVES, R;Gurgel-Gonçalves, Rodrigo"
Rosana Amaro,http://lattes.cnpq.br/2115628707082041,"AMARO, R.;AMARO, ROSANA"
Roseline Beatriz Strieder,http://lattes.cnpq.br/1223062864841966,"STRIEDER, R. B.;STRIEDER, ROSELINE BEATRIZ"
Rozana Reigota Naves,http://lattes.cnpq.br/9281265131392905,"NAVES, R. R.;NAVES, ROZANA REIGOTA"
Wânia Cristina de Souza,http://lattes.cnpq.br/2230947855110689,"SOUZA, Wânia Cristina de;De Souza, WC;SOUZA, WÂNIA;DE SOUZA, WÂNIA CRISTINA;Wânia Cristina de Souza"
Wiliam Ferreira da Cunha,http://lattes.cnpq.br/8282785379876019,"CUNHA, W. F.;da Cunha, Wiliam Ferreira;Ferreira Da Cunha, Wiliam;da Cunha, W. F.;da Cunha, Wiliam F.;DA CUNHA, WILLIAM FERREIRA;CUNHA, WILIAM F.;CUNHA, WILIAM F. DA"
Alessandra Ramos de Oliveira Harden,http://lattes.cnpq.br/5623554797211311,"OLIVEIRA HARDEN, A. R.;OLIVEIRA, Alessandra R.;HARDEN, ALESSANDRA RAMOS DE OLIVEIRA"
Belidson Dias Bezerra Junior,http://lattes.cnpq.br/9561648349509502,"DIAS, Belidson;DIAS, BELIDSON;DIAS, B."
Camila Potyara Pereira,http://lattes.cnpq.br/4621637454405096,"PEREIRA, Camila Potyara;PEREIRA, CAMILA POTYARA"
Carla Maria Medeiros Y Araujo,http://lattes.cnpq.br/8836517627933077,"ARAUJO, Carla Maria Medeiros y;ARAUJO,C.M.y;Carla Medeiros y Araujo;ARAUJO, CARLA MEDEIROS Y;ARAUJO, C.M.Y"
Carlos José Sousa Passos,http://lattes.cnpq.br/6429611154970694,"PASSOS, C.J.S.;Passos, Carlos JosÃ© Sousa;PASSOS, CARLOS JOSÉ SOUSAS;SOUSA PASSOS, CARLOS JOS';PASSOS, CARLOS J."
Casandra Genoveva Rosales Martins Ponce de Leon,http://lattes.cnpq.br/7113122263028910,"LEON, Casandra Genoveva Rosales Martins Ponce de;Ponce de Leon, Casandra Genoveva Rosales Martins;LEON, CASANDRA GENOVEVA R. M. . DE;LEON, CASANDRA GENOVEVA R. M. PONCE DE;DE LEON, CASANDRA G. R. M. P.;De Leon, C.G.R.M. Ponce;DE LEON, CASANDRA G. R. M. PONCE;DE LEON, CASANDRA P.;DE LEON, CASANDRA;LEON, CASANDRA"
Cayo Vinicius Honorato da Silva,http://lattes.cnpq.br/8539725380344782,"HONORATO, Cayo;HONORATO, CAYO"
Christiano Del Cantoni Gati,http://lattes.cnpq.br/8909213150280453,"GATI, C. D. C.;Gati, Christiano Del Cantoni;Gati, Christiano D. C."
Cristina Acciarri,http://lattes.cnpq.br/5177360398146596,"ACCIARRI, C.;ACCIARRI, CRISTINA"
Daniela Amorim Amato,http://lattes.cnpq.br/2540707668143991,"AMATO, Daniela. A.;AMATO, DANIELA;AMATO, DANIELA A."
Daniele Nantes Sobrinho,http://lattes.cnpq.br/3436184353817774,"NANTES SOBRINHO, D.;Nantes-Sobrinho, D.;Sobrinho, D.N;NANTES-SOBRINHO, D.;NANTES-SOBRINHO, DANIELE;Nantes, Daniele"
Daniella Soares dos Santos,http://lattes.cnpq.br/1604733900946389,"SANTOS DS;SANTOS, DANIELLA SOARES DOS"
Dianne Magalhães Viana,http://lattes.cnpq.br/3462848897175909,"VIANA, D. M.;VIANA, DIANNE MAGALHAES;MAGALHÃES VIANA, DIANNE;VIANNA, D. M.;VIANNA, DIANNE;VIANA, DIANNE MAGALHÃES"
Edgar Reyes Junior,http://lattes.cnpq.br/4600683588964302,"REYES JUNIOR, E.;REYES JUNIOR, EDGAR;REYES, EDGAR;REYES JR, EDGAR;REYS JR, EDGAR;REYES JR., EDGAR;REYES JÚNIOR, EDGAR;JUNIOR, EDGAR REYES"
Eneá de Stutz e Almeida,http://lattes.cnpq.br/8418270568425466,"de Stutz e Almeida, Eneá;ALMEIDA, ENEÁ DE STUTZ E;Almeida, Eneá de Stutz"
Evilasio da Silva Salvador,http://lattes.cnpq.br/9255679876512606,"SALVADOR, Evilasio;SALVADOR, E.;SALVADOR, Evilásio;SALVADOR, Evilasio da Silva;SALVADOR, Evilásio da Silva;SALVADOR"
Felipe Vigolvino Lopes,http://lattes.cnpq.br/3155646870666658,"LOPES, F. V.;LOPES, FELIPE V.;VIGOLVINO LOPES, FELIPE;LOPES, FELIPE;LOPES, FELIPE VIGOLVINO;Felipe V. Lopes;F. V. Lopes;Felipe Lopes;LOPES, F.V."
Goiara Mendonça de Castilho,http://lattes.cnpq.br/7437736472703307,"Castilho, G.M.;Castilho, G.M. de;Castilho, Goiara Mendonça de;DE CASTILHO, GOIARA MENDONÇA;CASTILHO, GOIARA MENDONÇA"
Guilherme Eckhardt Molina,http://lattes.cnpq.br/2749214070755005,"MOLINA, G. E;MOLINA, G.;MOLINA, GUILHERME E.;MOLINA,GE;MOLINA, G. E.;MOLINA, GUILHERME ECKHARDT"
Helen da Costa Gurgel,http://lattes.cnpq.br/0975018553829295,"GURGEL, H. C.;GURGEL, H.;GURGEL, HELEN;DA COSTA GURGEL, HELEN;GURGEL, HELEN DA COSTA"
Igor dos Santos Lima,http://lattes.cnpq.br/6570549108417199,"LIMA, Igor dos Santos;I.S. LIMA;LIMA, I.;LIMA, I.S.;LIMA, IGOR"
Irineu Tamaio,http://lattes.cnpq.br/4484596458839997,"TAMAIO, I;TAMAIO, IRINEU"
José Márcio Carvalho,http://lattes.cnpq.br/8877309815689234,"CARVALHO, José Márcio;CARVALHO, JOSÉ MÁRCIO;CARVALHO, JOSE MARCIO"
Marcia Niederauer,http://lattes.cnpq.br/1534966686140616,"NIEDERAUER, M. E. F.;NIEDERAUER, M.;NIEDERAUER, MARCIA"
Marcio de Carvalho Victorino,http://lattes.cnpq.br/7851064698387435,"VICTORINO, M. C.;VICTORINO, MARCIO;DE CARVALHO VICTORINO, MARCIO;VICTORINO, MÁRCIO C."
Maria Raquel Gomes Maia Pires,http://lattes.cnpq.br/3128153429452472,"PIRES, Maria Raquel Gomes Maia;PIRES, MARIA RAQUEL GOMES MAIA"
Palloma Vieira Muterlle,http://lattes.cnpq.br/3778709511526867,"MUTERLLE, P. V.;Muterlle, Palloma viera;Muterlle, Palloma Vieira;Palloma Vieira Murtele"
Patrícia Fernandes Lootens Machado,http://lattes.cnpq.br/8111963521574324,"MACHADO, P. F. L.;MACHADO, P.F.L., Machado, Patrícia Fernandes Lootens;MACHADO, PATRÍCIA F. L.;MACHADO, Patrícia F. Lootens;MACHADO, PATRÍCIA FERNANDES L.;L. Machado, P. F."
Pedro Paulo Palazzo de Almeida,http://lattes.cnpq.br/5767592881382885,"PALAZZO, Pedro Paulo;PALAZZO, PEDRO PAULO;Palazzo, Pedro P."
Rita de Cássia Pereira Carvalho,http://lattes.cnpq.br/7043613563333719,"PEREIRA-CARVALHO, R. C.;Rita de Cássia Pereira-Carvalho;Cássia Pereira-Carvalho, Rita;PEREIRA-CARVALHO, R.C.;PEREIRA-CARVALHO, RITA C.;PEREIRA-CARVALHO, RITA;PEREIRA CARVALHO, RITA DE CÁSSIA;PEREIRA-CARVALHO, RITA CÁSSIA;CARVALHO, RITA DE CÁSSIA PEREIRA"
Rodolfo Pais Nunes Lopes,http://lattes.cnpq.br/4877191272788160,"LOPES, RODOLFO"
Ronaldo Pilati Rodrigues,http://lattes.cnpq.br/3025261458644097,"PILATI, Ronaldo;Pilati, Ronaldo;Pilati, R.;PILATI, R."
Sulian Vieira Pacheco,http://lattes.cnpq.br/8105375243972897,"PACHECO, S. V.;VIEIRA, S.;VIEIRA, SULIAN"
Tomas de Aquino Guimaraes,http://lattes.cnpq.br/5763004127461260,"GUIMARÃES, T. A.;Guimarães, Tomás de Aquino;Guimaraes, T. d. A.;Guimarães, Tomas De Aquino;DE AQUINO GUIMARÃES, TOMÁS;Guimaraes, T.A.;GUIMARAES, TOMAS AQUINO;GUIMARAES, TOMAS DE AQUINO;GUIMARÃES, TOMAS AQUINO;DE AQUINO GUIMARAES, TOMAS;GUIMARAES, T. A."
Vanda Alice Garcia Zanoni,http://lattes.cnpq.br/9313626132229535,"ZANONI, V. A. G.;ZANONI, VANDA A. G.;ZANONI, VANDA ALICE GARCIA;GARCIA ZANONI, VANDA ALICE"
Ana Carolina Acevedo,http://lattes.cnpq.br/9058239770613343,"ACEVEDO, A. C.;Acevedo, Ana Carolina;ACEVEDO, ANA-CAROLINA;ACEVEDO, ANA C"
Andrea Donatti Gallassi,http://lattes.cnpq.br/9390283034185353,"GALLASSI, A. D.;GALLASSI, ANDREA DONATTI;ANDREA DONATTI GALLASSI;GALLASSI, ANDREA"
Andréa Mathes Faustino,http://lattes.cnpq.br/6583997878577232,"FAUSTINO, A. M.;Andréa Mathes Faustino;Andrea Mathes Faustino;FAUSTINO, ANDREA MATHES;ANDRÉA MATHES FAUSTINO FAUSTINO;FAUSTINO, ANDRÉA MATHES FAUSTINO"
Cristiane de Assis Portela,http://lattes.cnpq.br/3784712778116925,"PORTELA, C. A.;PORTELA, CRISTIANE DE ASSIS"
Eduardo Pierrotti Rossetti,http://lattes.cnpq.br/1218180830143253,"ROSSETTI, Eduardo Pierrotti.;ROSSETTI, E. P.;ROSSETTI, Eduardo"
Elaine Rabelo Neiva,http://lattes.cnpq.br/5495905961378269,"NEIVA, E. R.;NEIVA, ELAINE RABELO"
Eluiza Alberto de Morais Watanabe,http://lattes.cnpq.br/2423214653315355,"WATANABE, E. A. M.;WATANABE, ELUIZA ALBERTO DE MORAIS"
Fernando Luiz Araújo Sobrinho,http://lattes.cnpq.br/7810411653917702,"ARAÚJO SOBRINHO, F. L.;ARAÚJO SOBRINHO, FERNANDO LUIZ;SOBRINHO, FERNANDO LUIZ ARAUJO"
Juan Felix Rodriguez Rebolledo,http://lattes.cnpq.br/8320758938514935,"REBOLLEDO, J. F. R.;RODRIGUEZ, J. F.;J.F. RODRIGUEZ-REBOLLEDO;Rodríguez, J;Juan Félix Rodríguez;RODRÍGUEZ-REBOLLEDO, JUAN F.;RODRÍGUEZ, JUAN FÉLIX;J. F. Rodríguez;Juan Félix Rodríguez Rebolledo;Juan F. Rodríguez;Juan Félix Rodríguez R.;J. F. Rodríguez R.;RODRÍGUEZ REBOLLEDO, JUAN FÉLIX;Rodríguez-Rebolledo Juan Félix;Rebolledo, Juan;RODRIGUEZ-REBOLLEDO, JUAN;RODRÍGUEZ-REBOLLEDO, JUAN FÉLIX;RODRÍGUEZ-REBOLLEDO, JUAN"
Lucas Oliveira Gomes Ferreira,http://lattes.cnpq.br/0659153293462243,"FERREIRA, L. O. G.;FERREIRA, LUCAS OLIVEIRA GOMES"
Marcia Terezinha Longen Zindel,http://lattes.cnpq.br/9616386732062768,"LONGEN, M. T.;ZINDEL, MARCIA"
Marcos Célio de Almeida,http://lattes.cnpq.br/2102244664519244,"ALMEIDA, M. C./ De Almeida, M. C.;ALMEIDA, MARCOS CÉLIO;DE ALMEIDA, MARCOS CÉLIO;M. C. De Almeida;M Almeida;DE ALMEIDA, M. C.;DE ALMEIDA, MARCOS C.;DE ALMEIDA, MARCOS C;MARCOS CELIO DE ALMEIDA;Marcos Célio de Almeida;de Almeida, Marcos Célio;Marcos Célio;Marcos Cé lio de Almeida1;MARCOS CE'LIO DE, ALMEIDA"
Maria Cláudia Santos Lopes de Oliveira,http://lattes.cnpq.br/6281151757179145,"LOPES DE OLIVEIRA, M. C. S.;OLIVEIRA, M.C.S.L;OLIVEIRA, MARIA CLAUDIA SANTOS LOPES DE;OLIVEIRA, MARIA CLÁUDIA SANTOS LOPES DE;Lopes De Oliveira, Maria Cláudia Santos;SANTOS LOPES DE OLIVEIRA, MARIA CLÁUDIA"
Martino Garonzi,http://lattes.cnpq.br/0808938145313058,"GARONZI, M.;GARONZI, MARTINO"
Mauricio Ayala Rincon,http://lattes.cnpq.br/8466420403941522,"M. Ayala-Rincón;AYALARINCON, M;Ayala-Rincon, M.;Ayala-Rincón, Mauricio;AYALA-RINCON, MAURICIO;AYALA-RINC´N, MAURICIO;AYALA-RINC'N, MAURICIO"
Reinaldo Crispiniano Garcia,http://lattes.cnpq.br/1193145495367613,"GARCIA, R. C.;GARCIA, REINALDO C.;GARCIA, REINALDO CRISPINIANO"
Robson Coelho Tinoco,http://lattes.cnpq.br/4786357071287726,"TINOCO, Robson Coelho"
Rui de Moraes Júnior,http://lattes.cnpq.br/8244408290645228,"MORAES JÚNIOR, Rui de;MORAES, RUI;DE MORAES JÚNIOR, RUI;DE MORAES, RUI"
Sônia Nair Báo,http://lattes.cnpq.br/9757708390518979,"BÁO, S. N.;Báo, S.N.;Báo, SN;Báo, Sônia Nair;Sônia N. Báo;B'O, S'NIA N.;B'O, S'NIA NAIR;BAO, S.N.;BÁO, SÔNIA N.;Sonia Nair Bao;BÏ'½O, SÏ'½NIA"
Tânia Mara Campos de Almeida,http://lattes.cnpq.br/5972548202499046,"ALMEIDA, T. M. C.;CAMPOS DE ALMEIDA, TÂNIA MARA"
Fabio Henrique Pereira,http://lattes.cnpq.br/3713755920970596,"PEREIRA, F. H.;PEREIRA, F;PEREIRA, FÁBIO;PEREIRA, FÁBIO HENRIQUE;PEREIRA, F."
Girlene Ribeiro de Jesus,http://lattes.cnpq.br/0658305594649132,"JESUS, G. R.;JESUS, GIRLENE RIBEIRO DE;de Jesus, Girlene Ribeiro"
Ildinete Silva Pereira,http://lattes.cnpq.br/2987052330959897,"SILVA-PEREIRA, I.;SILVA-PEREIRA, ILDINETE;PEREIRA, IS"
Juliana de Faria Fracon e Romão,http://lattes.cnpq.br/0019324379451071,"FRACON, J. F.;ROMAO, J.F.F.;ROMÃO, J. F. F.;ROMÃO, JULIANA DE FARIA FRACON E;DE FARIA FRACON E ROMÃO, JULIANA"
Karim Marini Thomé,http://lattes.cnpq.br/3457898410697164,"THOMÉ, K. M.;THOMÉ¹, KARIM MARINI;THOME, KARIM MARINI;THOMÉ, KARIM MARINI"
Luciana Hagstrom Bex,http://lattes.cnpq.br/8501317476966908,"Hagström, Luciana;Bex-Hagström, L.;Hagström, L.;HAGSTRÖM, L.;HAGSTRÃ¶M, L.;HAGSTRÖM-BEX, LUCIANA"
Maria de Fátima Ramos Brandão,http://lattes.cnpq.br/9660588093524652,"BRANDÃO, M. F. R."
Osmair Gomes de Macedo,http://lattes.cnpq.br/8203765080588107,"MACEDO, O. G.;Macedo, Osmair Gomes de"
Renato Fontes Guimarães,http://lattes.cnpq.br/7063856452054362,"GUIMARÃES, R. F.;Guimaraes, R. F.;GUIMARÃES, RENATO F.;GUIMARÃES, RENATO;GUIMARAES, R.F.;Guimarães, Renato Fontes;GUIMARÃES, RENATOFONTES;GUIMARAES, RENATO;FONTES GUIMARÃES, RENATO;GUIMAR'ES, RENATO FONTES"
Rodrigo Andres de Souza Penaloza,http://lattes.cnpq.br/0121460167624518,"PENALOZA, R. A. S.;Peñaloza, Rodrigo;Peñaloza, Rodrigo S.;DE SOUZA PENALOZA, RODRIGO ANDRÉS"
Ana Cristina de David,http://lattes.cnpq.br/0234157918498025,"DAVID, A. C.;David, Ana Cristina de;de David, Ana;DE DAVID, ANA CRISTINA;DAVID, ANA C.;DE DAVID, ANA C."
Antônio Carlos Moraes Lessa,http://lattes.cnpq.br/7585443845426041,"LESSA, Antônio Carlos;LESSA, ANTÔNIO CARLOS;LESSA, ANTONIO CARLOS"
Camila da Silva Condilo,http://lattes.cnpq.br/6963186235729953,"CONDILO, C. S.;CONDILO, C.;CONDILO, CAMILA"
Giane Regina Paludo,http://lattes.cnpq.br/3257643044030021,"PALUDO, G. R.;Paludo, Giane Regina;PALUDO, G.R.;PALUDO, GIANE R."
Jones Yudi Mori Alves da Silva,http://lattes.cnpq.br/0675612129575277,"MORI, J.Y.;JONES Y. MORI;Mori, Jones Y.;YUDI MORI, JONES;Silva, J.Y.M.A.;Mori, Jones Yudi;Mori, Jones;Yudi, J.;YUDI, JONES"
José Alves Dias,http://lattes.cnpq.br/1255270110503523,"DIAS, José A.;DIAS, J.A.;José Alves Dias;Dias, José Alves"
Kátia Augusta Curado Pinheiro Cordeiro da Silva,http://lattes.cnpq.br/9567141312757077,"CURADO SILVA, Kátia Augusta Pinheiro Cordeiro;SILVA, KÁTIA AUGUSTA C. PINHEIRO CORDEIRO DA;CORDEIRO DA SILVA, KÁTIA AUGUSTA CURADO PINHEIRO"
Ligia Maria Cantarino da Costa,http://lattes.cnpq.br/8699900781745036,"CANTARINO,L;CANTARINO DA COSTA, L.M.;COSTA, Ligia C.;CANTARINO, LIGIA"
Rafiza Luziani Varão Ribeiro Carvalho,http://lattes.cnpq.br/8715629033536068,"VARÃO, Rafiza"
Raimundo Luiz Silva Araujo,http://lattes.cnpq.br/4878790694877774,"ARAUJO, Luiz;ARAUJO, RAIMUNDO LUIZ SILVA;ARAÚJO, RAIMUNDO LUIZ SILVA;ARAÚJO, LUIZ"
