Authors,Year,Link,Affiliations,Authors with affiliations
"Romero G.A.S., Lessa H.A., Macedo V.O., Carvalho E.M., Barral A., Magalhaes A.V., Orge M.G.O., Abreu M.V.A., Marsden P.D.",1996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029658510&partnerID=40&md5=04baa6486118f602b86dcde70ebf2d0b","Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, CP 04671, 70919-970 Brasilia, DF, Brazil","Romero, G.A.S., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, CP 04671, 70919-970 Brasilia, DF, Brazil; Lessa, H.A., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, CP 04671, 70919-970 Brasilia, DF, Brazil; Macedo, V.O., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, CP 04671, 70919-970 Brasilia, DF, Brazil; Carvalho, E.M., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, CP 04671, 70919-970 Brasilia, DF, Brazil; Barral, A., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, CP 04671, 70919-970 Brasilia, DF, Brazil; Magalhaes, A.V., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, CP 04671, 70919-970 Brasilia, DF, Brazil; Orge, M.G.O., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, CP 04671, 70919-970 Brasilia, DF, Brazil; Abreu, M.V.A., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, CP 04671, 70919-970 Brasilia, DF, Brazil; Marsden, P.D., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, CP 04671, 70919-970 Brasilia, DF, Brazil"
"Santos R.M.D.B., Firmino A.A.P., De Sá C.M., Felix C.R.",1996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029860158&doi=10.1007%2fs002849900129&partnerID=40&md5=65daba3425c174055161004699897316","Departamento de Biologia Celular, 70.910-900, Universidade de Brasília, DF, Brazil","Santos, R.M.D.B., Departamento de Biologia Celular, 70.910-900, Universidade de Brasília, DF, Brazil; Firmino, A.A.P., Departamento de Biologia Celular, 70.910-900, Universidade de Brasília, DF, Brazil; De Sá, C.M., Departamento de Biologia Celular, 70.910-900, Universidade de Brasília, DF, Brazil; Felix, C.R., Departamento de Biologia Celular, 70.910-900, Universidade de Brasília, DF, Brazil"
"Ventura M.M.",1996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842867299&partnerID=40&md5=93bebbce5013bf5f16cc389275d0ddc7","Lab. de Biofísica, Departamento de Biologia Celular, Universidade de Brasília, 70910-900 Brasília, DF, Brazil; SQN 107, Bloco H, Asa Norte 70743-080, DF, Brazil","Ventura, M.M., Lab. de Biofísica, Departamento de Biologia Celular, Universidade de Brasília, 70910-900 Brasília, DF, Brazil, SQN 107, Bloco H, Asa Norte 70743-080, DF, Brazil"
"De Freitas S.M., Ventura M.M.",1996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542711344&partnerID=40&md5=734c196fbd23cb2f3191ecde231d8664","Lab. de Biofísica, Departamento de Biologia Celular, Universidade de Brasília, 70910-900 Brasília, DF, Brazil; SQN 107, Bl. H, Apto. 504, 70743-080 Brasília, DF, Brazil","De Freitas, S.M., Lab. de Biofísica, Departamento de Biologia Celular, Universidade de Brasília, 70910-900 Brasília, DF, Brazil; Ventura, M.M., Lab. de Biofísica, Departamento de Biologia Celular, Universidade de Brasília, 70910-900 Brasília, DF, Brazil, SQN 107, Bl. H, Apto. 504, 70743-080 Brasília, DF, Brazil"
"Ribeiro G.L.",1996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1542531040&partnerID=40&md5=133e1193bddb23d29ebc8c3a15b8a9fd","Departamento de Antropologia, Universidade de Brasília, Brasília, D.F. 70910-900, Brazil","Ribeiro, G.L., Departamento de Antropologia, Universidade de Brasília, Brasília, D.F. 70910-900, Brazil"
"Fernandes A.P., Béo S.N.",1996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039517450&partnerID=40&md5=abf9abd068871c79677aa100f427e50f","Lab. de Microscopia Eletrônica, Depto. de Genet. e Morfologia, Universidade de Brasília, 70919-970, Brasilia, DF, Brazil","Fernandes, A.P., Lab. de Microscopia Eletrônica, Depto. de Genet. e Morfologia, Universidade de Brasília, 70919-970, Brasilia, DF, Brazil; Béo, S.N., Lab. de Microscopia Eletrônica, Depto. de Genet. e Morfologia, Universidade de Brasília, 70919-970, Brasilia, DF, Brazil"
"Pimentel M.M., Fuck R.A., De Alvarenga C.J.S.",1996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030439834&partnerID=40&md5=bd87676cde393028b7b5fcb111212b8a","Instituto de Geociências, Universidade de Brasília, DF 70910-900 Brasília, Brazil","Pimentel, M.M., Instituto de Geociências, Universidade de Brasília, DF 70910-900 Brasília, Brazil; Fuck, R.A., Instituto de Geociências, Universidade de Brasília, DF 70910-900 Brasília, Brazil; De Alvarenga, C.J.S., Instituto de Geociências, Universidade de Brasília, DF 70910-900 Brasília, Brazil"
"Pvdroso L.J., De Brito J.L.V., Barbosa A.N., De Morais M.V.G.",1996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030401272&partnerID=40&md5=26703b82d89280e5f125e27fe1803559","Faculdade de Tecnotogia, ENC Universidade de Brasilia, Caixa Posta (P.O. Box), 04492 Brasilia, DF, 709 19-970, Brazil","Pvdroso, L.J., Faculdade de Tecnotogia, ENC Universidade de Brasilia, Caixa Posta (P.O. Box), 04492 Brasilia, DF, 709 19-970, Brazil; De Brito, J.L.V., Faculdade de Tecnotogia, ENC Universidade de Brasilia, Caixa Posta (P.O. Box), 04492 Brasilia, DF, 709 19-970, Brazil; Barbosa, A.N., Faculdade de Tecnotogia, ENC Universidade de Brasilia, Caixa Posta (P.O. Box), 04492 Brasilia, DF, 709 19-970, Brazil; De Morais, M.V.G., Faculdade de Tecnotogia, ENC Universidade de Brasilia, Caixa Posta (P.O. Box), 04492 Brasilia, DF, 709 19-970, Brazil"
"Maluf J.W., Martins E.F., Kneip A.",1996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030369231&doi=10.1063%2f1.531778&partnerID=40&md5=d99d6748935098915fd04f36161d0984","Departamento de Física, Universidade de Brasília, C.P. 04385, 70.919-970 Brasília, DF, Brazil","Maluf, J.W., Departamento de Física, Universidade de Brasília, C.P. 04385, 70.919-970 Brasília, DF, Brazil; Martins, E.F., Departamento de Física, Universidade de Brasília, C.P. 04385, 70.919-970 Brasília, DF, Brazil; Kneip, A., Departamento de Física, Universidade de Brasília, C.P. 04385, 70.919-970 Brasília, DF, Brazil"
"Maluf J.W.",1996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030366363&doi=10.1063%2f1.531777&partnerID=40&md5=3ffe9b9100f5398a6f1dc005299e78f8","Universidade de Brasília, C.P. 04385, 70.919-970 Brasília DF, Brazil","Maluf, J.W., Universidade de Brasília, C.P. 04385, 70.919-970 Brasília DF, Brazil"
"Di Lascio Marco Alfredo, dos Santos Vanessa R., Camapum Juliana F.",1996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030348433&partnerID=40&md5=87ed0d71c31b3ef742a9fc9f49d11773","Univ of Brasilia, Brasilia, Brazil","Di Lascio, Marco Alfredo, Univ of Brasilia, Brasilia, Brazil; dos Santos, Vanessa R., Univ of Brasilia, Brasilia, Brazil; Camapum, Juliana F., Univ of Brasilia, Brasilia, Brazil"
"Furtado D.A., Béo S.N.",1996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0004492028&partnerID=40&md5=f9bfd9f5ee0475b1e6f24978f47ff7d8","Lab. de Microscopia Eletrônica, Inst. de Cie. Biológicas, Universidade de Brasília, 70919-970 Brasília, DF, Brazil","Furtado, D.A., Lab. de Microscopia Eletrônica, Inst. de Cie. Biológicas, Universidade de Brasília, 70919-970 Brasília, DF, Brazil; Béo, S.N., Lab. de Microscopia Eletrônica, Inst. de Cie. Biológicas, Universidade de Brasília, 70919-970 Brasília, DF, Brazil"
"De Castro M.S., Fontes W., Morhy L., Bloch Jr. C.",1996,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000789242&partnerID=40&md5=d3ba889850318117a32512443a78ad06","Ctro. Bras. Sequenciamento Proteinas, Departamento de Biologia Celular, Universidade de Brasilia, 70910-900, Brasilia - DF, Brazil; Departamento de Química, Universidade de Brasilia, 70919-970, Brasilia - DF, Brazil","De Castro, M.S., Ctro. Bras. Sequenciamento Proteinas, Departamento de Biologia Celular, Universidade de Brasilia, 70910-900, Brasilia - DF, Brazil; Fontes, W., Ctro. Bras. Sequenciamento Proteinas, Departamento de Biologia Celular, Universidade de Brasilia, 70910-900, Brasilia - DF, Brazil; Morhy, L., Ctro. Bras. Sequenciamento Proteinas, Departamento de Biologia Celular, Universidade de Brasilia, 70910-900, Brasilia - DF, Brazil; Bloch Jr., C., Ctro. Bras. Sequenciamento Proteinas, Departamento de Biologia Celular, Universidade de Brasilia, 70910-900, Brasilia - DF, Brazil, Departamento de Química, Universidade de Brasilia, 70919-970, Brasilia - DF, Brazil"
