Authors,Year,Link,Affiliations,Authors with affiliations
"Demo G.",2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956831131&doi=10.4018%2f978-1-4666-4864-7.ch006&partnerID=40&md5=c2df49bc02c338af989aa5cee2fd03f1","Graduate and Undergraduate Divisions, Management Department, University of Brasilia (UnB), Brazil","Demo, G., Graduate and Undergraduate Divisions, Management Department, University of Brasilia (UnB), Brazil"
"Oliveira R.A., Rubin M.I.B., Silva C.A.M.",2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891134220&doi=10.5216%2fcab.v14i4.18923&partnerID=40&md5=73207f418b58046338abd702a5a15b4f","Universidade de Brasília, Brasília, DF, Brazil; Universidade Federal de Santa Maria, Santa Maria, RS, Brazil","Oliveira, R.A., Universidade de Brasília, Brasília, DF, Brazil; Rubin, M.I.B., Universidade Federal de Santa Maria, Santa Maria, RS, Brazil; Silva, C.A.M., Universidade Federal de Santa Maria, Santa Maria, RS, Brazil"
"Zhao J., Berns K., De Souza Baptista R., Bo A.P.L.",2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891068438&doi=10.1109%2fICORR.2013.6650364&partnerID=40&md5=9120a012839b7ca4e8b854adaba7599b","Robotics Research Lab, Department of Computer Science, TU Kaiserslautern, Kaiserslautern, Germany; Automation and Robotics Laboratory, Unversity of Brasília, Brasília, Brazil","Zhao, J., Robotics Research Lab, Department of Computer Science, TU Kaiserslautern, Kaiserslautern, Germany; Berns, K., Robotics Research Lab, Department of Computer Science, TU Kaiserslautern, Kaiserslautern, Germany; De Souza Baptista, R., Automation and Robotics Laboratory, Unversity of Brasília, Brasília, Brazil; Bo, A.P.L., Automation and Robotics Laboratory, Unversity of Brasília, Brasília, Brazil"
"De Oliveira S.V., Escobar L.E., Peterson A.T., Gurgel-Gonçalves R.",2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894097875&doi=10.1371%2fjournal.pone.0085137&partnerID=40&md5=b0e75d1776891394cf0866e2871ab3c7","Postgraduate Program in Tropical Medicine, Universidade de Brasília, Brasília, Brazil; Unidade Técnica de Vigilância de Zoonoses, Ministério da Saúde, Brasília, Brazil; Conservation Medicine Program, Facultad de Ecología Y Recursos Naturales, Universidad Andres Bello, República 440, Santiago, Chile; Biodiversity Institute, University of Kansas, Lawrence, KS, United States; Laboratório de Parasitologia Médica e Biologia de Vetores, Universidade de Brasília, Brasília, Brazil","De Oliveira, S.V., Postgraduate Program in Tropical Medicine, Universidade de Brasília, Brasília, Brazil, Unidade Técnica de Vigilância de Zoonoses, Ministério da Saúde, Brasília, Brazil; Escobar, L.E., Conservation Medicine Program, Facultad de Ecología Y Recursos Naturales, Universidad Andres Bello, República 440, Santiago, Chile; Peterson, A.T., Biodiversity Institute, University of Kansas, Lawrence, KS, United States; Gurgel-Gonçalves, R., Laboratório de Parasitologia Médica e Biologia de Vetores, Universidade de Brasília, Brasília, Brazil"
"Minillo A., de Freitas S.C., Isique W.D., Do Prado H.F.A., Dimitrov M.R., Paixão D.A.A., Lemos E.G.M., Tangerino E.P.",2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891111298&doi=10.1590%2fS1413-41522013000300003&partnerID=40&md5=d45815bc89a6a4e7d5fc9b5912929546","Universidade Estadual de Mato Grosso do Sul, Humanos da Petrobras (PFRH - PB), Dourados (MS), Brazil; Departamento de Engenharia Florestal, Universidade de Brasília (UNB), Brasília (DF), Brazil; Departamento de Engenharia Civil da FEIS, UNESP, Ilha Solteira (SP), Brazil; Departamento de Fitotecnia, Tecnologia de Alimentos e Sócio-Economia da FEIS, UNESP, Ilha Solteira (SP), Brazil; Universidade de São Paulo (USP), São Paulo (SP), Brazil; UNESP, Jaboticabal (SP), Brazil; Departamento de Tecnologia, UNESP, Jaboticabal (SP), Brazil","Minillo, A., Universidade Estadual de Mato Grosso do Sul, Humanos da Petrobras (PFRH - PB), Dourados (MS), Brazil; de Freitas, S.C., Departamento de Engenharia Florestal, Universidade de Brasília (UNB), Brasília (DF), Brazil; Isique, W.D., Departamento de Engenharia Civil da FEIS, UNESP, Ilha Solteira (SP), Brazil; Do Prado, H.F.A., Departamento de Fitotecnia, Tecnologia de Alimentos e Sócio-Economia da FEIS, UNESP, Ilha Solteira (SP), Brazil; Dimitrov, M.R., Universidade de São Paulo (USP), São Paulo (SP), Brazil; Paixão, D.A.A., UNESP, Jaboticabal (SP), Brazil; Lemos, E.G.M., Departamento de Tecnologia, UNESP, Jaboticabal (SP), Brazil; Tangerino, E.P., Departamento de Engenharia Civil da FEIS, UNESP, Ilha Solteira (SP), Brazil"
"Claus M., Blawid S., Schroter M.",2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891046341&doi=10.1109%2fSISPAD.2013.6650599&partnerID=40&md5=9240d3baa5cdc1a9e3ab0f8e041586b4","Center for Advancing Electronics Dresden, Technische Universität, Dresden, Germany; Department of Electrical Engineering and Information Technology, Technische Universität Dresden, Germany; ECE Department, UC San Diego, United States; Department of Electrical Engineering, Universidade de Brasilia, Brazil","Claus, M., Center for Advancing Electronics Dresden, Technische Universität, Dresden, Germany, Department of Electrical Engineering and Information Technology, Technische Universität Dresden, Germany; Blawid, S., Department of Electrical Engineering, Universidade de Brasilia, Brazil; Schroter, M., Department of Electrical Engineering and Information Technology, Technische Universität Dresden, Germany, ECE Department, UC San Diego, United States"
"Snel-Oliveira M.V., Wetzel-Gastal D., Sartori R., Neves J.P.",2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891135570&doi=10.5216%2fcab.v14i4.16377&partnerID=40&md5=b47dcbdecadb6434f8b8b633d2e4b6f4","Faculdade União Pioneira de Integraçao Social, Brasília, DF, Brazil; Faculdade de Medicina Veterinária, Universidade Técnica de Lisboa, Lisboa, Portugal; Escola Superior de Agricultura 'Luiz de Queiroz' - ESALQ, Universidade de São Paulo, Piracicaba, SP, Brazil; Faculdade de Medicina Veterinária, Universidade de Brasília, Brasilia, DF, Brazil","Snel-Oliveira, M.V., Faculdade União Pioneira de Integraçao Social, Brasília, DF, Brazil; Wetzel-Gastal, D., Faculdade de Medicina Veterinária, Universidade Técnica de Lisboa, Lisboa, Portugal; Sartori, R., Escola Superior de Agricultura 'Luiz de Queiroz' - ESALQ, Universidade de São Paulo, Piracicaba, SP, Brazil; Neves, J.P., Faculdade de Medicina Veterinária, Universidade de Brasília, Brasilia, DF, Brazil"
"Antonino De Souza Jr. J.D., Ramos Coelho R., Tristan Lourenço I., Da Rocha Fragoso R., Barbosa Viana A.A., Pepino De Macedo L.L., Mattar Da Silva M.C., Gomes Carneiro R.M., Engler G., De Almeida-Engler J., Grossi-de-Sa M.F.",2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894063201&doi=10.1371%2fjournal.pone.0085364&partnerID=40&md5=4319c8b3018d227f5951a55d208c46b8","Graduate Program in Biology Molecular, Universidade de Brasília, Brasília, Distrito Federal, Brazil; Embrapa Recursos Genéticos e Biotecnologia, Brasília, Distrito Federal, Brazil; Embrapa Cerrados, Planaltina, Ditrito Federal, Brazil; Graduate Program in Genomic Sciences and Biotechnology, Universidade Católica de Brasília, Brasília, Distrito Federal, Brazil; Institut National de la Recherche Agronomique, UMR 1355 ISA/Centre National de la Recherche Scientifique, UMR ISA, Sophia-Antipolis, France","Antonino De Souza Jr., J.D., Graduate Program in Biology Molecular, Universidade de Brasília, Brasília, Distrito Federal, Brazil, Embrapa Recursos Genéticos e Biotecnologia, Brasília, Distrito Federal, Brazil; Ramos Coelho, R., Graduate Program in Biology Molecular, Universidade de Brasília, Brasília, Distrito Federal, Brazil, Embrapa Recursos Genéticos e Biotecnologia, Brasília, Distrito Federal, Brazil; Tristan Lourenço, I., Graduate Program in Biology Molecular, Universidade de Brasília, Brasília, Distrito Federal, Brazil, Embrapa Recursos Genéticos e Biotecnologia, Brasília, Distrito Federal, Brazil; Da Rocha Fragoso, R., Embrapa Cerrados, Planaltina, Ditrito Federal, Brazil; Barbosa Viana, A.A., Graduate Program in Genomic Sciences and Biotechnology, Universidade Católica de Brasília, Brasília, Distrito Federal, Brazil; Pepino De Macedo, L.L., Embrapa Recursos Genéticos e Biotecnologia, Brasília, Distrito Federal, Brazil; Mattar Da Silva, M.C., Embrapa Recursos Genéticos e Biotecnologia, Brasília, Distrito Federal, Brazil; Gomes Carneiro, R.M., Embrapa Recursos Genéticos e Biotecnologia, Brasília, Distrito Federal, Brazil; Engler, G., Institut National de la Recherche Agronomique, UMR 1355 ISA/Centre National de la Recherche Scientifique, UMR ISA, Sophia-Antipolis, France; De Almeida-Engler, J., Institut National de la Recherche Agronomique, UMR 1355 ISA/Centre National de la Recherche Scientifique, UMR ISA, Sophia-Antipolis, France; Grossi-de-Sa, M.F., Embrapa Recursos Genéticos e Biotecnologia, Brasília, Distrito Federal, Brazil, Graduate Program in Genomic Sciences and Biotechnology, Universidade Católica de Brasília, Brasília, Distrito Federal, Brazil"
"Albuquerque P., Nicola A.M., Nieves E., Paes H.C., Williamson P.R., Silva-Pereira I., Casadevall A.",2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897880833&doi=10.1128%2fmBio.00986-13&partnerID=40&md5=a65a64f0b5949fdc6b6a7ab66185c467","Department of Microbiology and Immunology, Albert Einstein College of Medicine, Yeshiva University, Bronx, NY, United States; Laboratory of Molecular Biology, Department of Cell Biology, University of Brasilia, Distrito Federal, Brazil; Catholic University of Brasilia, Distrito Federal, Brazil; Department of Developmental and Molecular Biology, Albert Einstein College of Medicine, Yeshiva University, Bronx, NY, United States; Department of Biochemistry, Albert Einstein College of Medicine, Yeshiva University, Bronx, NY, United States; Laboratory of Clinical Infectious Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD, United States; Section of Infectious Diseases, Immunology and International Medicine, Department of Medicine, University of Illinois at Chicago, Chicago, IL, United States; Department of Medicine, Albert Einstein College of Medicine, Yeshiva University, Bronx, NY, United States","Albuquerque, P., Department of Microbiology and Immunology, Albert Einstein College of Medicine, Yeshiva University, Bronx, NY, United States, Laboratory of Molecular Biology, Department of Cell Biology, University of Brasilia, Distrito Federal, Brazil, Catholic University of Brasilia, Distrito Federal, Brazil; Nicola, A.M., Department of Microbiology and Immunology, Albert Einstein College of Medicine, Yeshiva University, Bronx, NY, United States, Catholic University of Brasilia, Distrito Federal, Brazil; Nieves, E., Department of Developmental and Molecular Biology, Albert Einstein College of Medicine, Yeshiva University, Bronx, NY, United States, Department of Biochemistry, Albert Einstein College of Medicine, Yeshiva University, Bronx, NY, United States; Paes, H.C., Laboratory of Molecular Biology, Department of Cell Biology, University of Brasilia, Distrito Federal, Brazil; Williamson, P.R., Laboratory of Clinical Infectious Diseases, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD, United States, Section of Infectious Diseases, Immunology and International Medicine, Department of Medicine, University of Illinois at Chicago, Chicago, IL, United States; Silva-Pereira, I., Laboratory of Molecular Biology, Department of Cell Biology, University of Brasilia, Distrito Federal, Brazil; Casadevall, A., Department of Microbiology and Immunology, Albert Einstein College of Medicine, Yeshiva University, Bronx, NY, United States, Department of Medicine, Albert Einstein College of Medicine, Yeshiva University, Bronx, NY, United States"
"Pereira M.C., Jesus D., Martorelli S., Vieira A., Bottaro M.",2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890922642&doi=10.6063%2fmotricidade.9%284%29.791&partnerID=40&md5=77cd0cb70e6509ce3a32c1e318e5f32a","Laboratório de Treinamento de Força, Faculdade de Educação Física, Universidade de Brasília, Sala 47 Asa Norte, CEP: 70919970 - Brasilia, DF, Brazil","Pereira, M.C., Laboratório de Treinamento de Força, Faculdade de Educação Física, Universidade de Brasília, Sala 47 Asa Norte, CEP: 70919970 - Brasilia, DF, Brazil; Jesus, D., Laboratório de Treinamento de Força, Faculdade de Educação Física, Universidade de Brasília, Sala 47 Asa Norte, CEP: 70919970 - Brasilia, DF, Brazil; Martorelli, S., Laboratório de Treinamento de Força, Faculdade de Educação Física, Universidade de Brasília, Sala 47 Asa Norte, CEP: 70919970 - Brasilia, DF, Brazil; Vieira, A., Laboratório de Treinamento de Força, Faculdade de Educação Física, Universidade de Brasília, Sala 47 Asa Norte, CEP: 70919970 - Brasilia, DF, Brazil; Bottaro, M., Laboratório de Treinamento de Força, Faculdade de Educação Física, Universidade de Brasília, Sala 47 Asa Norte, CEP: 70919970 - Brasilia, DF, Brazil"
