Authors,Year,Link,Affiliations,Authors with affiliations
"Buntar V.",1993,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4243774445&doi=10.1016%2f0375-9601%2893%2990360-C&partnerID=40&md5=c110026c8609845e19ccd1c57367d638","International Centre of Condensed Matter Physics, University of Brasilia, 70919 Brasilia, DF, Brazil","Buntar, V., International Centre of Condensed Matter Physics, University of Brasilia, 70919 Brasilia, DF, Brazil"
"Rodrigues C., Nunes O.A.C.",1993,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039552986&doi=10.1063%2f1.352386&partnerID=40&md5=aa22a42f5aa77226e8394db8d5b4cdc8","Physics Department, University of Brasilia, 70910-900-Brasília, DF, Brazil","Rodrigues, C., Physics Department, University of Brasilia, 70910-900-Brasília, DF, Brazil; Nunes, O.A.C., Physics Department, University of Brasilia, 70910-900-Brasília, DF, Brazil"
"Franca F., Cuba C.A.C., Moreira E.A., Miguel O., Almeida M., De. Das Virgens L.M., Marsden P.D.",1993,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027622033&partnerID=40&md5=92b5a97b7ffb889546f3049e5fa8c5c9","Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, Caixa Postal 04-671, 70919-970 Brasilia, Brazil","Franca, F., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, Caixa Postal 04-671, 70919-970 Brasilia, Brazil; Cuba, C.A.C., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, Caixa Postal 04-671, 70919-970 Brasilia, Brazil; Moreira, E.A., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, Caixa Postal 04-671, 70919-970 Brasilia, Brazil; Miguel, O., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, Caixa Postal 04-671, 70919-970 Brasilia, Brazil; Almeida, M., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, Caixa Postal 04-671, 70919-970 Brasilia, Brazil; De. Das Virgens, L.M., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, Caixa Postal 04-671, 70919-970 Brasilia, Brazil; Marsden, P.D., Nucleo de Medicina Tropical/Nutricao, Universidade de Brasilia, Caixa Postal 04-671, 70919-970 Brasilia, Brazil"
"Mahajan J.R., Resck I.S.",1993,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027497070&doi=10.1039%2fC39930001748&partnerID=40&md5=a83fe41a2ffc21a6f9494a66c7fdaef7","Department of Chemistry, University of Brasilia, Brasilia-DF, Brazil","Mahajan, J.R., Department of Chemistry, University of Brasilia, Brasilia-DF, Brazil; Resck, I.S., Department of Chemistry, University of Brasilia, Brasilia-DF, Brazil"
"An N.B.",1993,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0008036101&doi=10.1088%2f0953-8984%2f5%2f44%2f022&partnerID=40&md5=10fd55506cb809351be9014005156afb","Int. Centre of Condensed Matter Phys., Brasilia Univ., Brazil","An, N.B., Int. Centre of Condensed Matter Phys., Brasilia Univ., Brazil"
"Magela e Silva G., Malbouisson L.A.C., Naves de Brito A., Vianna J.D.M.",1993,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21144469698&doi=10.1007%2fBF01165572&partnerID=40&md5=5c2118ff3092b4f766caa4c4e78cdd3c","Departamento de Fisica, Instituto de Ciencias Exatas, Universidade de Brasilia, Brasilia, 70910, Brazil; Instituto de Fisica, Universidade Federal da Bahia, Campus de Ondina, Salvador, 40210, Brazil","Magela e Silva, G., Departamento de Fisica, Instituto de Ciencias Exatas, Universidade de Brasilia, Brasilia, 70910, Brazil; Malbouisson, L.A.C., Instituto de Fisica, Universidade Federal da Bahia, Campus de Ondina, Salvador, 40210, Brazil; Naves de Brito, A., Departamento de Fisica, Instituto de Ciencias Exatas, Universidade de Brasilia, Brasilia, 70910, Brazil; Vianna, J.D.M., Departamento de Fisica, Instituto de Ciencias Exatas, Universidade de Brasilia, Brasilia, 70910, Brazil"
"Neveu-Prin S., Tourinho F.A., Bacri J.-C., Perzynski R.",1993,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027694768&doi=10.1016%2f0927-7757%2893%2980218-4&partnerID=40&md5=35714de990a347ccf352b916ad867610","Laboratoire de Physico-chimie Inorganique, Centre National de la Recherche Scientifique, Université Pierre et Marie Curie, Bat. F, Case 63, 4 place Jussieu, 75252 Paris Cedex 05, France; Universidade de Brasilia, Dept. de Quimica, CP 04478, CEP 70919 Brasilia, DF, Brazil; Laboratoire d'Acoustique et Optique de la Matière Condensée, Centre National de la Recherche Scientifique, Université Pierre et Marie Curie, Tour 13, Case 78, 4 place Jussieu, 75252 Paris Cedex 05, France","Neveu-Prin, S., Laboratoire de Physico-chimie Inorganique, Centre National de la Recherche Scientifique, Université Pierre et Marie Curie, Bat. F, Case 63, 4 place Jussieu, 75252 Paris Cedex 05, France; Tourinho, F.A., Universidade de Brasilia, Dept. de Quimica, CP 04478, CEP 70919 Brasilia, DF, Brazil; Bacri, J.-C., Laboratoire d'Acoustique et Optique de la Matière Condensée, Centre National de la Recherche Scientifique, Université Pierre et Marie Curie, Tour 13, Case 78, 4 place Jussieu, 75252 Paris Cedex 05, France; Perzynski, R., Laboratoire d'Acoustique et Optique de la Matière Condensée, Centre National de la Recherche Scientifique, Université Pierre et Marie Curie, Tour 13, Case 78, 4 place Jussieu, 75252 Paris Cedex 05, France"
"Fortes C.C., Garrote C.O.",1993,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027364636&doi=10.1080%2f00397919308012609&partnerID=40&md5=41d79350a6fd55eafde532516e1a5dba","Dapartamento de Quimica, Universidade de Brasilia, DF - 70910 – 900, Brazil","Fortes, C.C., Dapartamento de Quimica, Universidade de Brasilia, DF - 70910 – 900, Brazil; Garrote, C.O., Dapartamento de Quimica, Universidade de Brasilia, DF - 70910 – 900, Brazil"
"Fournelle T.A., Sidki S., Weston K.W.",1993,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250084335&doi=10.1007%2fBF01207540&partnerID=40&md5=36479f8f88dbae6dd8a49d86d02d7986","Department of Mathematics, University of Wisconsin-Parkside, Kenosha, 53141-2000, Wisconsin, United States; Departamento de Matemática, Universidade de Brasília, Brasília-DF, 70.910, Brazil","Fournelle, T.A., Department of Mathematics, University of Wisconsin-Parkside, Kenosha, 53141-2000, Wisconsin, United States; Sidki, S., Departamento de Matemática, Universidade de Brasília, Brasília-DF, 70.910, Brazil; Weston, K.W., Department of Mathematics, University of Wisconsin-Parkside, Kenosha, 53141-2000, Wisconsin, United States"
"de Menezes L.R.A.X., Abdalla Jr. H., Machado A.H.",1993,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250073990&doi=10.1007%2fBF02096367&partnerID=40&md5=e5aa8ec8b5da31c05837413460dcb921","Departamento de Engenharia Elétrica, Universidade de Brasília, Caixa Postal 04591, Brasília-DF, 70919-970, Brazil","de Menezes, L.R.A.X., Departamento de Engenharia Elétrica, Universidade de Brasília, Caixa Postal 04591, Brasília-DF, 70919-970, Brazil; Abdalla Jr., H., Departamento de Engenharia Elétrica, Universidade de Brasília, Caixa Postal 04591, Brasília-DF, 70919-970, Brazil; Machado, A.H., Departamento de Engenharia Elétrica, Universidade de Brasília, Caixa Postal 04591, Brasília-DF, 70919-970, Brazil"
